,title,categories,averageRating,publishedDate
3048,Fear : Trump in the White House,Political Science,4.0,2018
3049,Lethal white,Fiction,4.0,2018
3050,The tattooist of Auschwitz : a novel,Fiction,3.5,2019
3051,Dark Tide Rising ,Fiction,3.5,2018
3052,Ten arguments for deleting your social media accounts right now,Computers,3.0,2018
3053,Three men in a boat : (to say nothing of the dog),Fiction,4.0,2013
3054,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love... ",,,
3055,Bad Guys in Do-You-Think-He-Saurus ,Juvenile Fiction,5.0,2018
3056,Dead Ringer ,,,
3057,Where the crawdads sing,Fiction,4.0,2018
3058,Nine Perfect Strangers ,Fiction,3.0,2018
3059,Aware : the science and practice of presence : the groundbreaking meditation practice,Psychology,4.0,2018
3060,Small Fry ,,,
3061,City of ghosts,,,
3062,"Cognitive behavioral therapy made simple : 10 strategies for managing anxiety, depression, anger, panic, and worry",,,
3063,"Smart Women Finish Rich, Expanded and Updated ",Business & Economics,4.5,2009
3064,Meditation is not what you think : mindfulness and why it is so important,"Body, Mind & Spirit",3.5,2018
3065,Not that bad : dispatches from rape culture,Social Science,4.0,2018
3066,Split Tooth ,Fiction,3.0,2018
3067,Delish ,Cooking,,2018
3068,Desperate Measures ,Fiction,3.5,2018
3069,Fresh and Healthy Instant Pot Cookbook ,Cooking,3.5,2018
3070,Vendetta ,Comics & Graphic Novels,4.0,2012
3071,Katerina ,Fiction,5.0,2019
3072,"My hero academia. Vol. 14, Overhaul",Comics & Graphic Novels,3.0,2018
3073,When We Were Young ,Fiction,4.0,2019
3074,Ayesha at last : a novel,,,
3075,Can you keep a secret?,Fiction,3.5,2016
3076,Juror #3,Fiction,4.5,2018
3077,Becoming ,,,
3078,Copycat cooking : 100+ popular restaurant meals you can make at home,,,
3079,Wild Fire ,,,
3080,100 days of real food on a budget : simple tips and tasty recipes to help you cut out processed food without breaking the bank,,,
3081,"Fizz boom bath! : learn to make your own bath bombs, body scrubs, and more!",Health & Fitness,5.0,2019
3082,Guinness world records 2019,Curiosities and wonders,1.0,2018
3083,"Martha Stewart's pressure cooker : 100+ fabulous new recipes for the pressure cooker, multicooker, and instant pot",Cooking,5.0,2018
3084,Sweet little lies : a novel,Fiction,4.0,2018
3085,The odd 1s out : how to be cool and other things I definitely learned from growing up,Humor,4.5,2018
3086,1984 [large print],Fiction,,2017
3087,"The courage to be disliked : how to free yourself, change your life and achieve real happiness",Self-Help,4.0,2018
3088,The golden tower,Juvenile Fiction,4.5,2018
3089,I'm afraid of men,Social Science,4.0,2018
3090,Cross her heart : a novel,Fiction,3.0,2018
3091,The wonky donkey,Juvenile Fiction,5.0,2019
3092,Transcription,Fiction,3.5,2018
3093,21 lessons for the 21st century,,,
3094,Our house,,,
3095,The boy at the door,,,
3096,The forbidden door,,,
3097,Through the fire,,,
3098,The mystery of three quarters : the new Hercule Poirot mystery,,,
3099,Emotional intelligence,,,
3100,Sea prayer,Fiction,4.5,2018
3101,The girls in the garden : a novel,Fiction,3.5,2016
3102,Cravings : hungry for more,Cooking,4.0,2018
3103,"Dare to Lead: Bold Work, Tough Conversations, Whole Hearts ",Business & Economics,4.0,2018
3104,I am going!,Biography & Autobiography,4.5,2010
3105,Pigs make me sneeze!,Juvenile Fiction,4.5,2013
3106,The invisible boy,Juvenile Fiction,4.0,2013
3107,This Will Only Hurt a Little ,Biography & Autobiography,4.0,2019
3108,Flights,,,
3109,"America, the farewell tour",History,5.0,2018
3110,The seven deaths of Evelyn Hardcastle,Fiction,4.0,2018
3111,We don't eat our classmates!,Juvenile Fiction,4.5,2018
3112,Vox,Fiction,3.5,2019
3113,Books can be deceiving,Fiction,3.5,2011
3114,Reckoning [large print],,,2019
3115,Set for the Holidays with Anna Olson: Recipes to Bring Comfort and Joy ,Cooking,,2018
3116,"The Sandman. [Volume 1], Preludes & nocturnes",Comics & Graphic Novels,4.0,2010
3117,Two dark reigns,Young Adult Fiction,4.5,2018
3118,9 From the Nine Worlds ,Juvenile Fiction,4.0,2018
3119,The banker's wife,Fiction,3.5,2018
3120,What are stars?,Juvenile Nonfiction,5.0,2008
3121,In Pieces ,Biography & Autobiography,3.5,2018
3122,In his father's footsteps [large print] : a novel,Fiction,4.0,2019
3123,Ninety-nine glimpses of Princess Margaret,Biography & Autobiography,3.0,2017
3124,Time's convert,Fiction,4.0,2014
3125,Trust me,Fiction,4.0,2012
3126,Mercy Watson thinks like a pig,Juvenile Fiction,3.5,2013
3127,Shadow tyrants,Fiction,4.0,2019
3128,The shadow president : the truth about Mike Pence,Biography & Autobiography,3.0,2018
3129,National Geographic Spectacle: Rare and Astonishing Photographs ,Photography,5.0,2018
3130,Wildcard,Young Adult Fiction,3.5,2018
3131,Crimes of Grindelwald ,Juvenile Fiction,,2018
3132,Unsheltered ,Fiction,3.5,2018
3133,The scarecrow,Fiction,3.5,2009
3134,Exes' Revenge ,Fiction,4.0,2018
3135,Winter garden,Fiction,4.0,1852
3136,A new earth : awakening to your life's purpose,"Body, Mind & Spirit",5.0,2008
3137,"Be organized : reclaim 90 minutes of your day, every day",House & Home,,2018
3138,Comics squad : recess!,Juvenile Fiction,3.0,2017
3139,My morning routine : how successful people start every day inspired,Self-Help,3.0,2018
3140,Phoebe and her unicorn : a heavenly nostrils chronicle,Juvenile Fiction,5.0,2016
3141,"Easy-freeze instant pot pressure cooker cookbook : 100 freeze-ahead, make-in-minutes recipes for every multi-cooker",Cooking,,2018
3142,Not Quite Over You ,Fiction,4.0,2018
3143,"Once upon a chef : the cookbook : 100 tested, perfected, and family-approved recipes",Cooking,4.0,2018
3144,Why not tonight,Fiction,4.5,2018
3145,Ambush,Fiction,4.0,2019
3146,"Amulet. Book eight, Supernova",Juvenile Fiction,4.5,2018
3147,Crucial conversations : tools for talking when stakes are high,Business & Economics,5.0,2011
3148,Gravity Falls. Lost legends,Juvenile Fiction,5.0,2018
3149,Less [large print] : a novel,Fiction,3.5,2019
3150,The 48 laws of power,Control (Psychology),4.5,2002
3151,The governess game,Fiction,4.5,2018
3152,You Don't Own Me ,Fiction,4.0,2017
3153,In pieces : a memoir,Biography & Autobiography,3.5,2018
3154,"The Baby-sitters Club. 6, Kristy's big day : a graphic novel",Juvenile Fiction,4.0,2011
3155,The good egg,Juvenile Fiction,3.5,2019
3156,Homebody : a guide to creating spaces you never want to leave,House & Home,3.0,2018
3157,"Stress less, accomplish more : meditation for extraordinary performance","Body, Mind & Spirit",,2019
3158,The Instant Pot Bible : more than 350 recipes and strategies : the only book you need for every model of Instant Pot,Cooking,3.5,2018
3159,Daisy Jones & the Six : a novel,Fiction,4.0,2019
3160,On the come up,Young Adult Fiction,4.0,2019
3161,Calm the f*ck down : how to control what you can and accept what you can't so you can stop freaking out and get on with your life,Self-Help,4.0,2018
3162,"Dare to lead : brave work, tough conversations, whole hearts",Business & Economics,4.0,2018
3163,The library book,History,4.0,2019
3164,The proposal,Fiction,3.5,2018
3165,Two can keep a secret,Young Adult Fiction,3.5,2019
3166,Financial freedom : a proven path to all the money you will ever need,Business & Economics,,2019
3167,The Big Kahuna ,Fiction,3.5,2019
3168,Fast Track to Aging Backwards ,Health & Fitness,3.5,2019
3169,Fate : the lost decades of Uncle Chow Tung,Fiction,4.0,2019
3170,Homes : a refugee story,Biography & Autobiography,4.0,2018
3171,Keto Diet Cookbook ,Cooking,,2019
3172,Nine perfect strangers,Fiction,3.0,2018
3173,"The 5 AM club : own your morning, elevate your life",Self-Help,5.0,2018
3174,"Damn delicious meal prep : 115 easy recipes for low-calorie, high-energy living",Cooking,5.0,2019
3175,Never tell : a novel,Fiction,4.0,2019
3176,The huntress : a novel,Fiction,4.0,2019
3177,The island of sea women : a novel,Fiction,4.0,2019
3178,The water cure : a novel,Fiction,3.0,2019
3179,"The woo woo : how I survived ice hockey, drug raids, demons, and my crazy Chinese family",Biography & Autobiography,3.5,2018
3180,Women rowing North : navigating life's currents and flourishing as we age,Psychology,5.0,2019
3181,A good wife : escaping the life I never chose,Biography & Autobiography,5.0,2019
3182,Liar liar [large print],Fiction,3.5,2019
3183,Live happy : the best ways to make your house a home,House & Home,3.0,2019
3184,"The 6 keys : unlock your genetic potential for ageless strength, health, and beauty",Health & Fitness,3.5,2018
3185,The age of surveillance capitalism : the fight for a human future at the new frontier of power,Business & Economics,4.5,2019
3186,Queenie : a novel,Fiction,3.5,2019
3187,The coddling of the American mind : how good intentions and bad ideas are setting up a generation for failure,Social Science,4.0,2018
3188,An anonymous girl,Fiction,4.0,2018
3189,"Inheritance : a memoir of genealogy, paternity, and love",Biography & Autobiography,4.0,2019
3190,It's not supposed to be this way : finding unexpected strength when disappointments leave you shattered,Religion,5.0,2018
3191,No tomorrow,Fiction,4.0,2019
3192,Pet sematary,Fiction,4.0,2017
3193,Silent night [large print] : a novel,Fiction,4.0,2019
3194,The Montessori toddler : a parent's guide to raising a curious and responsible human being,Family & Relationships,4.0,2019
3195,What if it's us,Young Adult Fiction,4.0,2018
3196,18th Abduction [large print],Fiction,4.0,2019
3197,Attached : the new science of adult attachment and how it can help you find--and keep--love,Family & Relationships,3.5,2011
3198,"Kushner, Inc. ",Political Science,3.5,2019
3199,"Outer order, inner calm : declutter & organize to make more room for happiness",Self-Help,4.0,2019
3200,Prodigy : a legend novel,Young Adult Fiction,4.0,2013
3201,Spiced ,Cooking,3.0,2019
3202,The highly sensitive child : helping our children thrive when the world overwhelms them,Family & Relationships,5.0,2002
3203,"The keto reset diet cookbook : 150 low-carb, high-fat ketogenic recipes to boost weight loss",Cooking,,2019
3204,You : a novel,Fiction,3.5,2018
3205,Becoming [large print],Religion,4.5,2010
3206,The wicked king,Young Adult Fiction,4.0,2019
3207,Bird box,Fiction,4.0,2014
3208,One day in December : a novel,Fiction,3.5,2018
3209,"Girl, stop apologizing : a shame-free plan for embracing and achieving your goals",Self-Help,3.5,2019
3210,Storm Cursed ,Fiction,4.5,2019
3211,"The Bullet Journal method : track the past, order the present, design the future",Business & Economics,4.0,2018
3212,"The Umbrella Academy. Volume 1, Apocalypse suite",Comics & Graphic Novels,4.0,2019
3213,Art matters,Art,3.5,1999
3214,"Best self : be you, only better",Self-Help,1.0,2019
3215,Ladies Who Punch: The Explosive Inside Story of The View ,Biography & Autobiography,4.0,2019
3216,The lies we told,Fiction,4.5,2018
3217,Normal People ,Fiction,3.5,2019
3218,Path Made Clear ,"Body, Mind & Spirit",3.0,2019
3219,"Black leopard, red wolf",Fiction,3.0,2019
3220,"Keto snacks : from sweet and savory fat bombs to pizza bites and jalape̱o poppers, 100 low-carb snacks for every craving",Cooking,5.0,2012
3221,The gown : a novel of the royal wedding,Fiction,4.0,2018
3222,By chance alone : a remarkable true story of courage and survival at Auschwitz,Biography & Autobiography,4.0,2020
3223,Connections in death,Fiction,4.5,2019
3224,Suzanne,Fiction,4.0,2017
3225,The reckoning,Fiction,3.5,2018
3226,99 percent mine : a novel,Fiction,3.0,2019
3227,Another Name for Everything,Religion,5.0,2019
3228,I need a new butt!,Juvenile Fiction,4.5,2017
3229,Chop suey nation : the Legion Cafe and other stories from Canada's Chinese restaurants,Biography & Autobiography,3.5,2019
3230,Dog Man. Brawl of the wild,Juvenile Fiction,5.0,2018
3231,The clockmaker's daughter : a novel,Fiction,4.0,2018
3232,Nine perfect strangers [large print],Fiction,3.5,2018
3233,The perfect girlfriend,Fiction,4.0,2018
3234,Can't hurt me : master your mind and defy the odds,Self-Help,3.0,2019
3235,Liv B's vegan on a budget : 112 inspired & effortless plant-based recipes,Cooking,5.0,2019
3236,A discovery of witches,Fiction,3.5,2011
3237,Attack on Titan. 26,Comics & Graphic Novels,4.0,2018
3238,Handmaid's Tale ,Fiction,4.0,2019
3239,Quiet : the power of introverts in a world that can't stop talking,Study Aids,4.0,2016
3240,The light over London,Fiction,3.5,2019
3241,When all is said,Fiction,4.0,2019
3242,The lost girls of Paris,Fiction,3.5,2016
3243,Invisible women : data bias in a world designed for men,Social Science,4.5,2019
3244,Silent night : a novel,Fiction,4.0,2019
3245,The Quintland sisters : a novel,Fiction,3.5,2019
3246,The uninhabitable earth : life after warming,Science,4.0,2019
3247,Five feet apart,Young Adult Fiction,4.0,2019
3248,"Maid : hard work, low pay, and a mother's will to survive",Biography & Autobiography,3.5,2019
3249,The girl they left behind : a novel,Fiction,4.0,2018
3250,"A serial killer's daughter : my story of faith, love, and overcoming",True Crime,3.5,2019
3251,Upstream : selected essays,Literary Collections,4.5,2016
3252,Run away,Fiction,4.0,2001
3253,"Medical medium liver rescue : answers to eczema, psoriasis, diabetes, strep, acne, gout, bloating, gallstones, adrenal stress, fatigue, fatty liver, weight issues, SIBO & autoimmune disease",Health & Fitness,5.0,2019
3254,"The green witch : your complete guide to the natural magic of herbs, flowers, essential oils, and more","Body, Mind & Spirit",4.0,2017
3255,"The mindful glow cookbook : radiant recipes for being the healthiest, happiest you",Cooking,,2018
3256,The plotters,Fiction,4.5,2019
3257,The threat : how the FBI protects America in the age of terror and Trump,Biography & Autobiography,4.0,2018
3258,The hating game,Fiction,4.0,2019
3259,"Utopia for realists : the case for a universal basic income, open borders, and a 15-hour workweek",Business & Economics,4.0,2018
3260,Watching you : a novel,Fiction,4.0,2018
3261,Big Nate: Payback Time! ,Juvenile Fiction,4.0,2019
3262,"Keto diet : your 30-day plan to lose weight, balance hormones, boost brain health, and reverse disease",Health & Fitness,4.5,2019
3263,As long as we both shall live,Fiction,3.5,2019
3264,The Silk Roads : a new history of the world,History,3.5,2016
3265,The boy,Fiction,4.5,2019
3266,The longevity paradox : how to die young at a ripe old age,Health & Fitness,2.0,2019
3267,The orchid and the dandelion : why some children struggle and how all can thrive,Family & Relationships,5.0,2019
3268,The silent patient,Fiction,3.5,2019
3269,The library of lost and found,Fiction,3.5,2019
3270,Toxic game,Fiction,5.0,2019
3271,Blessing in Disguise,Fiction,4.0,2013
3272,Eight dates : essential conversations for a lifetime of love,Family & Relationships,4.5,2019
3273,Evil : the science behind humanity's dark side,Psychology,4.0,2019
3274,Rick Mercer final report,Humor,3.5,2018
3275,Redemption ,Fiction,5.0,2007
3276,Instant Pot fast & easy : 100 simple and delicious recipes for your Instant Pot,Cooking,,2019
3277,The Big Kahuna [large print],Fiction,3.5,2019
3278,The Martha manual : how to do (almost) everything,House & Home,4.0,2019
3279,The hiding place : a novel,Fiction,3.5,2012
3280,The lost man,Fiction,4.0,2018
3281,Milkman : a novel,Fiction,4.0,2018
3282,Killer Instinct ,Fiction,3.5,2014
3283,Bad Guys #9: The Bad Guys in the Big Bad Wolf ,Juvenile Fiction,5.0,2019
3284,Blood oath,Fiction,4.0,1992
3285,"Cook90 : the 30-day plan for faster, healthier, happier meals",Cooking,4.5,2018
3286,Security analysis : principles and techniques,Business & Economics,4.5,2008
3287,Michelle Obama : in her own words,Biography & Autobiography,1.0,2009
3288,The au pair,Fiction,4.0,2019
3289,The homecoming : a novel,Fiction,4.0,2019
3290,The wedding guest,Fiction,3.5,2019
3291,The golden tresses of the dead,Fiction,4.0,2019
3292,The silence of the girls,Fiction,4.0,2018
3293,The suspect,Fiction,4.0,2019
3294,This is marketing,Business & Economics,5.0,2018
3295,Wild country,Fiction,4.0,2019
3296,18th Abduction ,Fiction,4.0,2019
3297,The witch elm,Fiction,4.0,2018
3298,The chef,Fiction,4.0,2019
3299,"Atomic habits : tiny changes, remarkable results : an easy & proven way to build good habits & break bad ones",Business & Economics,4.0,2018
3300,Cemetery Road : a novel,Fiction,3.5,2019
3301,Liar liar,Fiction,4.0,2019
3302,Unto us a son is given,Fiction,3.5,2019
3303,I owe you one : a novel,Fiction,4.0,2019
3304,The house next door : thrillers,Fiction,3.0,2019
3305,"Good omens : the nice and accurate prophecies of Agnes Nutter, witch : a novel",Fiction,4.0,2011
3306,Her one mistake,Fiction,4.5,2019
3307,No exit : a novel,Fiction,4.0,2019
3308,The home edit : a guide to organizing and realizing your house goals,House & Home,3.0,2019
